gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
024803,01,000003,2000/12/12,2002/08/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VITESSE SEMICONDUCTOR CORP,VTSS,928497304,0000880446,3674,334413
006310,01,000003,2000/12/12,2007/05/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KINDER MORGAN INC,KMI,49455P101,0001506307,4923,486210
029791,01,000003,2000/12/12,2011/01/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QLOGIC CORP,QLGC,747277101,0000918386,3570,334118
065904,01,000003,2001/01/02,2006/05/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APPLIED MICRO CIRCUITS CORP,AMCC,03822W406,0000711065,3674,334413
011925,01,000003,2001/01/16,2009/03/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE CORP PLC,NE,G65431101,0001458891,1381,213111
028195,01,000003,2001/01/30,2014/11/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JABIL INC,JBL,466313103,0000898293,3672,334412
063669,01,000003,2001/02/07,2007/03/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNIVISION COMMUNICATIONS INC,5952B,914906102,0001017008,4833,515120
135484,01,000003,2001/02/27,2017/03/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRONTIER COMMUNICATIONS CORP,FTR,35906A306,0000020520,4813,517110
003062,01,000003,2001/03/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINTAS CORP,CTAS,172908105,0000723254,2320,315220
012635,01,000003,2001/04/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FISERV INC,FISV,337738108,0000798354,7374,518210
003373,01,000003,2001/04/02,2004/02/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONCORD EFS INC,CE.2,206197105,0000740112,6099,522320
140033,01,000003,2001/04/03,2003/07/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENON ENERGY INC,GEN.3,604675108,0001010775,4911,22111
119417,01,000003,2001/05/14,2010/02/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEPSI BOTTLING GROUP INC,PBG,713409100,0001076405,2086,31211
064156,01,000003,2001/06/04,2011/12/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSTER WORLDWIDE INC,MWW,611742107,0001020416,7370,519130
011687,01,000003,2001/06/25,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIONS BANCORPORATION NA,ZION,989701107,0000109380,6020,522110
128659,01,000003,2001/06/28,2004/04/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HANCOCK JOHN FINL SVCS INC,JHF,41014S106,0000736260,6311,524113
144066,01,000003,2001/07/02,2018/12/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROCKWELL COLLINS,COL,774341101,0001137411,3728,336413
134845,01,000003,2001/07/09,2004/10/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AT&T WIRELESS SERVICES INC,AWE.2,00209A106,0001138234,4812,517212
023943,01,000003,2001/08/03,2007/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PMC-SIERRA INC,PMCS,69344F106,0000767920,3674,334413
004560,01,000003,2001/08/06,2015/07/08,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FAMILY DOLLAR STORES,FDO,307000109,0000034408,5331,452990
144559,01,000003,2001/08/07,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ZIMMER BIOMET HOLDINGS INC,ZBH,98956P102,0001136869,3842,339113
031673,01,000003,2001/08/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERISOURCEBERGEN CORP,ABC,03073E105,0001140859,5122,424210
064356,01,000003,2001/08/30,2009/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIENA CORP,CIEN,171779309,0000936395,3661,334210
006097,01,000003,2001/09/04,2014/06/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTL GAME TECHNOLOGY,IGT.1,459902102,0000353944,7990,713210
024318,01,000003,2001/09/04,2018/09/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XL GROUP LTD,XL,G98294104,0000875159,6351,524126
005885,01,000003,2001/09/21,2002/07/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IMMUNEX CORP,IMNX,452528102,,2836,325414
065048,01,000003,2001/10/10,2007/02/11,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUITY OFFICE PROPERTIES TR,EOP,294741103,0001038339,6798,525930
010277,01,000003,2001/10/10,2016/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TECO ENERGY INC,TE,872375100,0000350563,4931,221112
012338,01,000003,2001/11/07,2007/03/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HEALTH MANAGEMENT ASSOC,HMA,421933102,0000792985,8062,622110
117768,01,000003,2001/11/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NVIDIA CORP,NVDA,67066G104,0001045810,3674,334413
028733,01,000003,2001/12/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUITY RESIDENTIAL,EQR,29476L107,0000906107,6798,531110
012233,01,000003,2001/12/14,2011/04/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENZYME CORP,GENZ,372917104,0000732485,2836,325414
024032,01,000003,2001/12/17,2009/03/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JONES GROUP INC,JNY,48020T101,0000874016,2330,315210
061574,01,000003,2002/01/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WATERS CORP,WAT,941848103,0001000697,3826,334516
015709,01,000003,2002/01/17,2016/02/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PLUM CREEK TIMBER CO INC,PCL,729251108,0000849213,2400,113310
028034,01,000003,2002/01/30,2008/07/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHUBB LTD,CB,H1467J104,0000896159,6331,524126
011135,01,000003,2002/02/01,2003/02/23,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RATIONAL SOFTWARE CORP,RATL,75409P202,0000722056,7370,541519
007067,01,000003,2002/02/11,2011/07/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARSHALL & ILSLEY CORP,MI.1,571837103,0001399315,6020,522110
004737,01,000003,2002/05/06,2013/06/23,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIRST HORIZON NATIONAL CORP,FHN,320517105,0000036966,6020,522110
001567,02,000003,2002/05/13,2008/06/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANE INC,TT.2,892893108,0000836102,3585,333415
022794,01,000003,2002/05/15,2010/04/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BJ SERVICES CO,BJS.1,055482103,0000864328,1389,213112
031122,01,000003,2002/05/15,2013/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APOLLO EDUCATION GROUP INC,APOL,037604105,0000929887,8200,611310
029389,01,000003,2002/06/26,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIMON PROPERTY GROUP INC,SPG,828806109,0001063761,6798,531120
015202,01,000003,2002/07/17,2006/11/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTH FORK BANCORPORATION,NFB,659424105,0000352510,6020,522110
010920,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNITED PARCEL SERVICE INC,UPS,911312106,0001090727,4210,492110
016721,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ELECTRONIC ARTS INC,EA,285512109,0000712515,7372,511210
114524,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EBAY INC,EBAY,278642103,0001065088,7370,519130
114628,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GOLDMAN SACHS GROUP INC,GS,38141G104,0000886982,6211,523110
143356,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRUDENTIAL FINANCIAL INC,PRU,744320102,0001137774,6311,524113
145701,01,000003,2002/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRINCIPAL FINANCIAL GRP INC,PFG,74251V102,0001126328,6282,523920
012144,01,000003,2002/07/22,2005/08/11,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNGARD DATA SYSTEMS INC,0139A,867363103,0000789388,7372,511210
145046,01,000003,2002/07/25,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANTHEM INC,ANTM,036752103,0001156039,6324,524114
140760,01,000003,2002/08/14,2018/06/06,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONSANTO CO,MON,61166W101,0001110783,0100,111
062689,05,000003,2002/08/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRAVELERS COS INC,TRV,89417E109,0000086312,6331,524126
120877,01,000003,2002/09/04,2017/07/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REYNOLDS AMERICAN INC,RAI,761713106,0001275283,2111,312230
003226,01,000003,2002/11/19,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMCAST CORP,CMCSA,20030N101,0001166691,4841,515210
064166,01,000003,2002/12/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUEST DIAGNOSTICS INC,DGX,74834L100,0001022079,8071,621511
009063,01,000003,2003/02/24,2017/08/07,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTONATION INC,AN,05329W102,0000350698,5500,441110
030490,01,000003,2003/03/14,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APARTMENT INVST & MGMT CO,AIV,03748R101,0000922864,6798,531110
007146,01,000003,2003/03/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCCORMICK & CO INC,MKC,579780206,0000063754,2090,311942
015855,01,000003,2003/03/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYMANTEC CORP,SYMC,871503108,0000849399,7372,511210
066731,01,000003,2003/04/16,2013/01/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FEDERATED INVESTORS INC,FII,314211103,0001056288,6282,523930
029984,01,000003,2003/07/17,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROLOGIS INC,PLD,74340W103,0001045609,6798,531120
007186,02,000003,2003/08/20,2012/04/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102,0001170650,5912,446110
025356,01,000003,2003/09/26,2018/12/23,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPRESS SCRIPTS HOLDING CO,ESRX,30219G108,0001532063,5912,446110
024468,01,000003,2003/11/13,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOGEN INC,BIIB,09062X103,0000875045,2836,325414
004699,01,000003,2004/02/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,M & T BANK CORP,MTB,55261F104,0000036270,6020,522110
031549,01,000003,2004/03/25,2007/03/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAREMARK RX INC,CMX.1,141705103,0001000736,5912,446110
063501,01,000003,2004/04/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,E TRADE FINANCIAL CORP,ETFC,269246401,0001015780,6211,523120
030697,01,000003,2004/04/02,2010/02/07,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFFILIATED COMPUTER SERVICES,ACS,008190100,0000002135,7374,518210
007637,01,000003,2004/04/23,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MYLAN NV,MYL,N59465109,0001623613,2834,325412
015247,01,000003,2004/04/29,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VALERO ENERGY CORP,VLO,91913Y100,0001035002,2911,324110
160255,01,000003,2004/05/03,2015/09/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOSPIRA INC,HSP,441060100,0001274057,2834,325412
024856,01,000003,2004/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GILEAD SCIENCES INC,GILD,375558103,0000882095,2836,325414
017130,01,000003,2004/07/01,2009/01/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANTANDER HOLDINGS USA INC,STD2,845905108,0000811830,6020,522110
013204,01,000003,2004/08/03,2006/11/09,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FISHER SCIENTIFIC INTL INC,FSH.2,338032204,0000880430,5040,423490
140541,01,000003,2004/09/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TAPESTRY INC,TPR,876030107,0001116132,3100,316992
149738,01,000003,2004/10/27,2009/07/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIT GROUP INC,CIT,125581108,0001171825,6172,522110
014960,01,000003,2004/11/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LABORATORY CP OF AMER HLDGS,LH,50540R409,0000920148,8071,621511
110685,01,000003,2004/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,L3 TECHNOLOGIES INC,LLL,502413107,0001039101,3812,334511
157858,02,000003,2004/12/03,2006/12/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FREESCALE SEMICONDUCTOR INC,BX1,35687M206,0001272547,3674,334413
012886,04,000003,2004/12/20,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TWENTY-FIRST CENTURY FOX INC,FOXA,90130A101,0001308161,4888,515210
002849,01,000003,2004/12/20,2007/09/06,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BBVA COMPASS BANCSHARES INC,BBVA1,20449H109,0001409775,6020,522110
008787,01,000003,2004/12/20,2007/10/07,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ARCHSTONE INC-REDH,ASN,039583109,0001555218,6798,531110
028256,01,000003,2004/12/29,2010/06/27,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XTO ENERGY INC,XTO,98385X106,0000868809,1311,211111
063892,01,000003,2005/03/14,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NATIONAL OILWELL VARCO INC,NOV,637071101,0001021860,3533,333132
006307,03,000003,2005/03/28,2012/09/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEARS HOLDINGS CORP,SHLDQ,812350106,0001310067,5311,452111
002710,02,000003,2005/07/05,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONSTELLATION BRANDS,STZ,21036P108,0000016918,2082,312120
025340,01,000003,2005/07/05,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,D R HORTON INC,DHI,23331A109,0000882184,1531,236117
004367,01,000003,2005/07/22,2009/02/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WEATHERFORD INTL PLC,WFT,G48833100,0001603923,1381,213111
010793,01,000003,2005/08/11,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TYSON FOODS INC  -CL A,TSN,902494103,0000100493,2011,311611
011220,01,000003,2005/08/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VORNADO REALTY TRUST,VNO,929042109,0000899689,6798,531120
007620,01,000003,2005/08/15,2017/07/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MURPHY OIL CORP,MUR,626717102,0000717423,1311,211111
010096,01,000003,2005/08/19,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PUBLIC STORAGE,PSA,74460D109,0001393311,6798,531130
023877,01,000003,2005/08/30,2013/05/08,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVENTRY HEALTH CARE INC,CVH,222862104,0001054833,6324,524114
164708,01,000003,2005/10/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERIPRISE FINANCIAL INC,AMP,03076C106,0000820027,6211,523110
006669,01,000003,2005/10/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LENNAR CORP,LEN,526057104,0000920760,1531,236117
025880,01,000003,2005/10/11,2018/03/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PATTERSON COMPANIES INC,PDCO,703395103,0000891024,5047,423450
064768,01,000003,2005/11/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMAZON.COM INC,AMZN,023135106,0001018724,5961,454111
158354,01,000003,2005/12/02,2015/11/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GENWORTH FINANCIAL INC,GNW,37247D106,0001276520,6311,524113
014535,01,000003,2005/12/20,2008/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EW SCRIPPS  -CL A,SSP,811054402,0000832428,4833,515120
165675,01,000003,2006/01/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIACOM INC,VIAB,92553P201,0001339947,4833,515120
024893,01,000003,2006/01/03,2017/08/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WHOLE FOODS MARKET INC,WFM,966837106,0000865436,5411,445110
061567,01,000003,2006/01/05,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LAUDER (ESTEE) COS INC -CL A,EL,518439104,0001001250,2844,325620
066368,01,000003,2006/02/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERISIGN INC,VRSN,92343E102,0001014473,7370,519130
012788,01,000003,2006/02/01,2017/03/15,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARMAN INTERNATIONAL INDS,HAR,413086109,0000800459,3651,334310
013365,01,000003,2006/02/27,2008/12/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BARR PHARMACEUTICALS INC,BRL,068306109,0000010081,2834,325412
027786,01,000003,2006/03/03,2018/03/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHESAPEAKE ENERGY CORP,CHK,165167107,0000895126,1311,211111
024731,01,000003,2006/04/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KIMCO REALTY CORP,KIM,49446R109,0000879101,6798,531120
064925,01,000003,2006/04/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BOSTON PROPERTIES INC,BXP,101121101,0001037540,6798,531120
160329,01,000003,2006/04/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALPHABET INC,GOOGL,02079K305,0001652044,7370,519130
062655,01,000003,2006/04/03,2013/05/23,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEAN FOODS CO,DF,242370203,0000931336,2020,311511
061513,01,000003,2006/04/20,2016/05/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANDISK CORP,SNDK,80004C101,0001000180,3572,334112
006653,01,000003,2006/04/24,2016/12/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGG MASON INC,LM,524901105,0000704051,6282,523920
174130,01,000003,2006/05/18,2009/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMBARQ CORP,EQ.2,29078E105,0001350031,4813,517110
121718,01,000003,2006/06/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JUNIPER NETWORKS INC,JNPR,48203R104,0001043604,3576,334118
016784,01,000003,2006/06/06,2008/03/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMMERCE BANCORP INC/NJ,CBH.1,200519106,0000715096,6020,522110
120093,01,000003,2006/06/28,2016/03/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CNX RESOURCES CORPORATION,CNX,12653C108,0001070412,1311,211111
174490,01,000003,2006/07/18,2015/04/06,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WINDSTREAM HOLDINGS INC,WIN,97382A309,0001282266,4813,517110
174022,01,000003,2006/08/01,2007/04/09,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REALOGY HOLDINGS CORP,RLGY,75605E100,0001398987,6531,531210
174729,01,000003,2006/08/01,2018/05/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WYNDHAM DESTINATIONS INC,WYND,98310W108,0001361658,6531,531390
149070,01,000003,2006/08/11,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CME GROUP INC,CME,12572Q105,0001156375,6200,523210
175263,01,000003,2006/10/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WESTERN UNION CO,WU,959802109,0001365135,6099,522320
009772,01,000003,2006/10/02,2010/08/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SMITH INTERNATIONAL INC,SII,832110100,0000721083,2890,325998
013599,01,000003,2006/11/06,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CELGENE CORP,CELG,151020104,0000816284,2834,325412
165993,01,000003,2006/11/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIDELITY NATIONAL INFO SVCS,FIS,31620M106,0001136893,7374,518210
260774,01,000003,2006/11/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CBRE GROUP INC,CBRE,12504L109,0001138118,6500,531
111864,01,000003,2006/11/17,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COGNIZANT TECH SOLUTIONS,CTSH,192446102,0001058290,7370,541512
142460,01,000003,2006/11/20,2014/09/21,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEABODY ENERGY CORP,BTU,704549203,0001064728,1220,212111
026061,01,000003,2006/12/01,2008/08/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IAC/INTERACTIVECORP,IAC,44919P508,0000891103,7370,519130
008873,01,000003,2006/12/01,2010/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUESTAR CORP,STR,748356102,0000751652,4923,221210
012206,01,000003,2006/12/04,2015/07/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DIRECTV,DTV.2,25490A309,0001465112,4841,515210
007991,01,000003,2006/12/20,2008/11/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TEREX CORP,TEX,880779103,0000097216,3530,333923
176282,01,000003,2007/01/03,2017/02/27,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPECTRA ENERGY CORP,SE.7,847560109,0001373835,4923,221210
002270,01,000003,2007/01/04,2009/12/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENSCO PLC,ESV,G3157S106,0000314808,1381,213111
029875,01,000003,2007/01/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVALONBAY COMMUNITIES INC,AVB,053484101,0000915912,6798,531110
064891,01,000003,2007/02/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,RALPH LAUREN CORP,RL,751212101,0001037038,2320,31522
011115,01,000003,2007/02/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VARIAN MEDICAL SYSTEMS INC,VAR,92220P105,0000203527,3845,334510
122015,01,000003,2007/02/15,2015/11/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUDSON CITY BANCORP INC,HCBK,443683107,0000921847,6035,522120
011555,01,000003,2007/02/22,2015/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTEGRYS HOLDING INC,WEC3,45822P105,0000916863,4931,2211
065609,01,000003,2007/03/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,C H ROBINSON WORLDWIDE INC,CHRW,12541W209,0001043277,4213,484121
007063,01,000003,2007/03/20,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HOST HOTELS & RESORTS INC,HST,44107P104,0001070750,6798,531120
027780,01,000003,2007/03/23,2009/03/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SITE CENTERS CORP,SITC,82981J109,0000894315,6798,531120
063643,01,000003,2007/03/29,2013/12/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ABERCROMBIE & FITCH  -CL A,ANF,002896207,0001018840,5651,448140
142953,01,000003,2007/04/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MONDELEZ INTERNATIONAL INC,MDLZ,609207105,0001103982,2000,311
157057,01,000003,2007/04/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ASSURANT INC,AIZ,04621X108,0001267238,6351,524126
060992,01,000003,2007/05/31,2011/12/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUNEDISON INC,SUNEQ,86732Y109,0000945436,3620,335999
008717,01,000003,2007/06/01,2016/01/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRECISION CASTPARTS CORP,PCP,740189105,0000079958,3728,336413
177376,02,000003,2007/07/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DISCOVER FINANCIAL SVCS,DFS,254709108,0001393612,6141,522210
028119,01,000003,2007/07/02,2008/11/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GGP INC,GGP,36174X101,0001496048,6798,531120
177264,02,000003,2007/07/02,2009/06/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COVIDIEN PLC,COV,G2554F113,0001385187,3845,334510
177267,02,000003,2007/07/02,2009/06/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TE CONNECTIVITY LTD,TEL,H84989104,0001385157,3678,334417
065345,01,000003,2007/07/09,2009/03/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN CAPITAL LTD,ACAS,02503Y103,0000817473,6797,523999
125595,01,000003,2007/07/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AKAMAI TECHNOLOGIES INC,AKAM,00971T101,0001086222,7370,519130
006682,01,000003,2007/08/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JEFFERIES FINANCIAL GRP INC,JEF,47233W109,0000096223,6211,523110
027965,01,000003,2007/09/07,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MICROCHIP TECHNOLOGY INC,MCHP,595017104,0000827054,3674,334413
163610,01,000003,2007/09/26,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTERCONTINENTAL EXCHANGE,ICE,45866F104,0001571949,6200,523999
010466,01,000003,2007/09/27,2018/09/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANDEAVOR,ANDV,03349M105,0000050104,2911,324110
178310,01,000003,2007/10/01,2017/06/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADATA CORP,TDC,88076W103,0000816761,7370,54151
126296,02,000003,2007/10/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDIA GROUP INC,EXPE,30212P303,0001324424,4700,561510
007912,01,000003,2007/10/08,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOBLE ENERGY INC,NBL,655044105,0000072207,1311,211111
004494,01,000003,2007/10/10,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EXPEDITORS INTL WASH INC,EXPD,302130109,0000746515,4731,488510
166451,01,000003,2007/10/25,2013/11/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NYSE EURONEXT,NYX,629491101,0001368007,6200,523210
